Class,Precision,recall,F1_score,Support
 0.0,0.94,0.91,0.93,322
 1.0,0.94,0.95,0.94,322
 2.0,0.91,0.93,0.92,324
 3.0,0.95,0.91,0.93,324
 4.0,0.94,0.92,0.93,327
 5.0,0.88,0.94,0.91,327
 6.0,0.90,0.93,0.91,343
 7.0,0.96,0.92,0.94,338
accuracy,0.93,2627
macro_avg,0.93,0.93,0.93,2627
weighted_avg,0.93,0.93,0.93,2627

