Class,Precision,recall,F1_score,Support
 0.0,0.98,0.97,0.98,352
 1.0,1.00,0.97,0.98,352
 2.0,0.99,0.98,0.98,352
 3.0,0.98,1.00,0.99,352
 4.0,0.99,0.96,0.97,349
 5.0,0.96,0.98,0.97,349
 6.0,0.95,0.98,0.96,367
 7.0,0.97,0.98,0.98,362
accuracy,0.98,2835
macro_avg,0.98,0.98,0.98,2835
weighted_avg,0.98,0.98,0.98,2835

