Class,Precision,recall,F1_score,Support
 0.0,0.93,0.95,0.94,347
 1.0,0.96,0.95,0.95,347
 2.0,0.92,0.96,0.94,347
 3.0,0.89,0.96,0.92,347
 4.0,0.96,0.94,0.95,346
 5.0,0.95,0.95,0.95,346
 6.0,0.98,0.91,0.94,363
 7.0,0.98,0.93,0.96,358
accuracy,0.94,2801
macro_avg,0.94,0.94,0.94,2801
weighted_avg,0.95,0.94,0.94,2801

