Class,Precision,recall,F1_score,Support
 0.0,0.00,0.00,0.00,276
 1.0,0.00,0.00,0.00,276
 2.0,0.00,0.00,0.00,278
 3.0,0.00,0.00,0.00,278
 4.0,0.00,0.00,0.00,282
 5.0,0.13,1.00,0.22,282
 6.0,0.00,0.00,0.00,281
 7.0,0.00,0.00,0.00,281
accuracy,0.13,2234
macro_avg,0.02,0.12,0.03,2234
weighted_avg,0.02,0.13,0.03,2234

