Class,Precision,recall,F1_score,Support
 0.0,0.98,0.97,0.98,267
 1.0,0.97,0.94,0.95,267
 2.0,0.94,0.96,0.95,269
 3.0,0.84,0.97,0.90,269
 4.0,0.98,0.93,0.95,270
 5.0,0.96,0.85,0.90,270
 6.0,0.94,0.96,0.95,269
 7.0,0.94,0.95,0.94,269
accuracy,0.94,2150
macro_avg,0.94,0.94,0.94,2150
weighted_avg,0.94,0.94,0.94,2150

