Class,Precision,recall,F1_score,Support
 0.0,0.99,0.98,0.98,305
 1.0,0.98,0.97,0.97,305
 2.0,0.97,0.96,0.96,302
 3.0,0.95,0.98,0.97,302
 4.0,0.96,0.96,0.96,285
 5.0,0.99,0.98,0.98,285
 6.0,0.99,0.97,0.98,320
 7.0,0.96,0.99,0.98,320
accuracy,0.97,2424
macro_avg,0.97,0.97,0.97,2424
weighted_avg,0.97,0.97,0.97,2424

